fid,gfk,bezgfk,ofl,bezofl,aog,aug,hoh,bat,bezbat,nam,baw,bezbaw,zus,bezzus,gkn,des,bezdes,lag,namlag,hnr,pnr,lnr,bezeich,uuid,id,gmlid,gmlid_code,name,name_codes,descriptio,creation_d,terminatio,relative_t,relative_1,last_modif,updating_p,reason_for,lineage,building_i,blknr,bez,bezname,plr,blktypname,ewk,area,datum
"469",,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000GAn,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"481",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500002LV,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"497",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Lpg,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"563",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY5000014G,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"566","2463",Garage,,,"1",,,,,,"1300",Einzelgarage,,,"11000004006930037","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße,,"37","1",AX_Gebaeude,DEBE04YY50000KSa,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"586","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,,"4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße 37,"37",,,AX_Gebaeude,DEBE04AL2eZ00000,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"613","1010",Wohnhaus,"1400",Aufgeständert,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930036","4200",Aus Katasterkarten digitalisiert,"00693, 04418","Brahestraße 36; Tauroggener Straße 17",,,,AX_Gebaeude,DEBE04YY500003Pf,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"622",,,,,"6",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY14g0003Q,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"684","2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004033440002","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"2","1",AX_Gebaeude,DEBE04YY50000Lkh,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"693","2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004070800015","4200",Aus Katasterkarten digitalisiert,"07080",Mierendorffplatz,,"15","1",AX_Gebaeude,DEBE04YY50000BoY,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"709",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YfX,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"717","1010",Wohnhaus,"1400",Aufgeständert,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930037","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße 37A,37A,,,AX_Gebaeude,DEBE04YY50000D1X,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"719",,,,,"4",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Mqn,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"741",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000NAp,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"747",,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000CEB,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"761",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YF2,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"796","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004006930039","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße 39,"39",,,AX_Gebaeude,DEBE04YY50000L1T,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"798",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500003JU,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"884",,,,,"4",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000BuO,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"929","2120",Werkstatt,,,"1",,,,,,,,,,"11000004033440003","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"3","1",AX_Gebaeude,DEBE04YY50000FW2,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"1010","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440004","4200",Aus Katasterkarten digitalisiert,"03344, 04418","Osnabrücker Straße 4; Tauroggener Straße 14",,,,AX_Gebaeude,DEBE04YY50000PV4,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"1024",,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500008oF,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"1046","1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004070800011","4200",Aus Katasterkarten digitalisiert,"07080",Mierendorffplatz 11,"11",,,AX_Gebaeude,DEBE04YY500002Ap,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"1057","2465",Tiefgarage,"1200",Unter der Erdoberfläche,,"1",,,,,,,,,"11000004006930037","4200",Aus Katasterkarten digitalisiert,"00693",Brahestraße,,37A,"1",AX_Gebaeude,DEBE04YY500003vn,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"1083",,,,,"4",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500002Gp,,,,,,,,,,,,,,,,"020038","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"10734.874023437500000",1993/06/30 00:00:00.000
"52",,,,,"7",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15p00037,"1482",UUID_1fb7efe1-feda-4767-9786-7dc990ba48bd,,,,,2024/02/05 04:16:19.604,,,,2024/02/05 04:16:19.604,citydb_user,,,"1463","020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"827",,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000OHP,"1851",UUID_197b598d-0abe-43bf-85c4-28083efdb896,,,,,2024/02/05 04:16:20.181,,,,2024/02/05 04:16:20.181,citydb_user,,,"1846","020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"342",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YSD,"1851",UUID_197b598d-0abe-43bf-85c4-28083efdb896,,,,,2024/02/05 04:16:20.181,,,,2024/02/05 04:16:20.181,citydb_user,,,"1846","020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"685",,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000GN2,"1851",UUID_197b598d-0abe-43bf-85c4-28083efdb896,,,,,2024/02/05 04:16:20.181,,,,2024/02/05 04:16:20.181,citydb_user,,,"1846","020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"109",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YDm,"1863",UUID_1dff83bf-6c9b-4d68-96fa-99dbec079ae1,,,,,2024/02/05 04:16:20.200,,,,2024/02/05 04:16:20.200,citydb_user,,,"1858","020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"45",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000E5P,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"141","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140032","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 32,"32",,,AX_Gebaeude,DEBE04YY500007YH,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"147",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YtN,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"184",,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000J7l,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"235",,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15p00035,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"249",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500008fl,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"282",,,,,"5",,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000RdH,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"289",,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Pw7,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"308",,,,,"6",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000If5,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"367","1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030810010","4200",Aus Katasterkarten digitalisiert,"03081",Mindener Straße 10,"10",,,AX_Gebaeude,DEBE04YY500003zw,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"390","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140031","4200",Aus Katasterkarten digitalisiert,"02314, 03344","Kamminer Straße 31; Osnabrücker Straße 23",,,,AX_Gebaeude,DEBE04YY500002lt,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"418","1010",Wohnhaus,,,"7",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440020","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 20,"20",,,AX_Gebaeude,DEBE04YY50000NMB,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"482",,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Bi4,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"558","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030810013","4200",Aus Katasterkarten digitalisiert,"03081",Mindener Straße 13,"13",,,AX_Gebaeude,DEBE04YY50000Hsc,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"585",,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000MyL,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"635","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440020","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße,,"20","1",AX_Gebaeude,DEBE04YY50000POZ,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"707",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YIl,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"710",,,,,"4",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000JOQ,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"737","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440016","4200",Aus Katasterkarten digitalisiert,"03344, 04424","Osnabrücker Straße 16, 17; Tegeler Weg 16",,,,AX_Gebaeude,DEBE04YY500005Oq,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"778",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Mcu,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"802","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030810012","4200",Aus Katasterkarten digitalisiert,"03081",Mindener Straße 12,"12",,,AX_Gebaeude,DEBE04YY500009hf,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"856","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440018","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 18,"18",,,AX_Gebaeude,DEBE04YY500007B5,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"889","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440021","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 21,"21",,,AX_Gebaeude,DEBE04YY50000RgT,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"931","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440022","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 22,"22",,,AX_Gebaeude,DEBE04YY50000Pqq,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"938","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004030810011","4200",Aus Katasterkarten digitalisiert,"03081",Mindener Straße 11,"11",,,AX_Gebaeude,DEBE04YY50000GXe,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"1064",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY15p00036,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"1085","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240015","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 15,"15",,,AX_Gebaeude,DEBE04YY50000HGP,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"1096","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140033","4200",Aus Katasterkarten digitalisiert,"02314, 03081","Kamminer Straße 33, 33A; Mindener Straße 9",,,,AX_Gebaeude,DEBE04YY50000IJD,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"1115","3060",Gebäude für soziale Zwecke,,,"7",,,,,Jugendnotdienst,,,,,"11000004030810014","4200",Aus Katasterkarten digitalisiert,"03081",Mindener Straße 14,"14",,,AX_Gebaeude,DEBE04YY500003I0,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"1153","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004033440019","4200",Aus Katasterkarten digitalisiert,"03344",Osnabrücker Straße 19,"19",,,AX_Gebaeude,DEBE04YY50000ImQ,,,,,,,,,,,,,,,,"020039","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"13377.912109375000000",1993/06/30 00:00:00.000
"1059",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500002Tj,"1783",UUID_bc47a4fa-de87-4e62-9d54-84a1dbc6b1ef,,,,,2024/02/05 04:16:20.055,,,,2024/02/05 04:16:20.055,citydb_user,,,"1765","020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"139","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240006","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 6,"6",,,AX_Gebaeude,DEBE04YY500008pH,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"279","2140",Gebäude für Vorratshaltung,,,"1",,,,,,,,,,"11000004044240007","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg,,"7","1",AX_Gebaeude,DEBE04YY50000Awx,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"292","2140",Gebäude für Vorratshaltung,,,"1",,,,,,,,,,"11000004044240008","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg,,"8","1",AX_Gebaeude,DEBE04YY50000Plp,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"336","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240011","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 11,"11",,,AX_Gebaeude,DEBE04YY500009MX,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"443","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140036","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 36,"36",,,AX_Gebaeude,DEBE04YY50000IVk,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"474","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240008","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 8,"8",,,AX_Gebaeude,DEBE04YY50000B14,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"475","1010",Wohnhaus,,,"5",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140034","4200",Aus Katasterkarten digitalisiert,"02314, 03081","Kamminer Straße 34; Mindener Straße 19",,,,AX_Gebaeude,DEBE04YY50000G12,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"555","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140035","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 35,"35",,,AX_Gebaeude,DEBE04YY500005TE,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"609",,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000EGd,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"646",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000LxB,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"771","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240009","4200",Aus Katasterkarten digitalisiert,"04424","Tegeler Weg 9A, 9B",,,,AX_Gebaeude,DEBE04YY50000NTF,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"782","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004023140037","4200",Aus Katasterkarten digitalisiert,"02314",Kamminer Straße 37,"37",,,AX_Gebaeude,DEBE04YY50000JNM,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"784","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004044240010","4200",Aus Katasterkarten digitalisiert,"04424",Tegeler Weg 10,"10",,,AX_Gebaeude,DEBE04YY50000R1u,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"801",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Xw5,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
"1003",,,,,"5",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1HY00034,,,,,,,,,,,,,,,,"020040","04",Charlottenburg-Wilmersdorf,"04300517",Block,100-999 Einwohner,"8999.685546875000000",1993/11/10 00:00:00.000
